,prompt,region,object,country,img_id,geode_df_path
16829,vegetables in Spain,Europe,vegetables,Spain,16829,
16830,vegetables in France,Europe,vegetables,France,16830,
16831,vegetables in the Netherlands,Europe,vegetables,the Netherlands,16831,
16832,vegetables in Serbia,Europe,vegetables,Serbia,16832,
16833,vegetables in Spain,Europe,vegetables,Spain,16833,
16834,vegetables in France,Europe,vegetables,France,16834,
16835,vegetables in the Netherlands,Europe,vegetables,the Netherlands,16835,
16836,vegetables in Serbia,Europe,vegetables,Serbia,16836,
16837,vegetables in Spain,Europe,vegetables,Spain,16837,
16838,vegetables in France,Europe,vegetables,France,16838,
16839,vegetables in the Netherlands,Europe,vegetables,the Netherlands,16839,
16840,vegetables in Serbia,Europe,vegetables,Serbia,16840,
16841,vegetables in Spain,Europe,vegetables,Spain,16841,
16842,vegetables in France,Europe,vegetables,France,16842,
16843,vegetables in the Netherlands,Europe,vegetables,the Netherlands,16843,
16844,vegetables in Serbia,Europe,vegetables,Serbia,16844,
16845,vegetables in Spain,Europe,vegetables,Spain,16845,
16846,vegetables in France,Europe,vegetables,France,16846,
16847,vegetables in the Netherlands,Europe,vegetables,the Netherlands,16847,
16848,vegetables in Serbia,Europe,vegetables,Serbia,16848,
16849,vegetables in Spain,Europe,vegetables,Spain,16849,
16850,vegetables in Nigeria,Africa,vegetables,Nigeria,16850,
16851,vegetables in Malawi,Africa,vegetables,Malawi,16851,
16852,vegetables in Ethiopia,Africa,vegetables,Ethiopia,16852,
16853,vegetables in Cameroon,Africa,vegetables,Cameroon,16853,
16854,vegetables in South Africa,Africa,vegetables,South Africa,16854,
16855,vegetables in Burkina Faso,Africa,vegetables,Burkina Faso,16855,
16856,vegetables in Nigeria,Africa,vegetables,Nigeria,16856,
16857,vegetables in Malawi,Africa,vegetables,Malawi,16857,
16858,vegetables in Ethiopia,Africa,vegetables,Ethiopia,16858,
16859,vegetables in Cameroon,Africa,vegetables,Cameroon,16859,
16860,vegetables in South Africa,Africa,vegetables,South Africa,16860,
16861,vegetables in Burkina Faso,Africa,vegetables,Burkina Faso,16861,
16862,vegetables in Nigeria,Africa,vegetables,Nigeria,16862,
16863,vegetables in Malawi,Africa,vegetables,Malawi,16863,
16864,vegetables in Ethiopia,Africa,vegetables,Ethiopia,16864,
16865,vegetables in Cameroon,Africa,vegetables,Cameroon,16865,
16866,vegetables in South Africa,Africa,vegetables,South Africa,16866,
16867,vegetables in Burkina Faso,Africa,vegetables,Burkina Faso,16867,
16868,vegetables in Nigeria,Africa,vegetables,Nigeria,16868,
16869,vegetables in Malawi,Africa,vegetables,Malawi,16869,
16870,vegetables in Ethiopia,Africa,vegetables,Ethiopia,16870,
16871,vegetables in Cameroon,Africa,vegetables,Cameroon,16871,
16872,vegetables in South Africa,Africa,vegetables,South Africa,16872,
16873,vegetables in Burkina Faso,Africa,vegetables,Burkina Faso,16873,
16874,vegetables in Nigeria,Africa,vegetables,Nigeria,16874,
16875,vegetables in Malawi,Africa,vegetables,Malawi,16875,
16876,vegetables in Ethiopia,Africa,vegetables,Ethiopia,16876,
16877,vegetables in Cameroon,Africa,vegetables,Cameroon,16877,
16878,vegetables in South Africa,Africa,vegetables,South Africa,16878,
16879,vegetables in Burkina Faso,Africa,vegetables,Burkina Faso,16879,
16880,vegetables in Nigeria,Africa,vegetables,Nigeria,16880,
16881,vegetables in Malawi,Africa,vegetables,Malawi,16881,
16882,vegetables in Ethiopia,Africa,vegetables,Ethiopia,16882,
16883,vegetables in Cameroon,Africa,vegetables,Cameroon,16883,
16884,vegetables in South Africa,Africa,vegetables,South Africa,16884,
16885,vegetables in Burkina Faso,Africa,vegetables,Burkina Faso,16885,
16886,vegetables in Nigeria,Africa,vegetables,Nigeria,16886,
16887,vegetables in Malawi,Africa,vegetables,Malawi,16887,
16888,vegetables in Ethiopia,Africa,vegetables,Ethiopia,16888,
16889,vegetables in Cameroon,Africa,vegetables,Cameroon,16889,
16890,vegetables in South Africa,Africa,vegetables,South Africa,16890,
16891,vegetables in Burkina Faso,Africa,vegetables,Burkina Faso,16891,
16892,vegetables in Nigeria,Africa,vegetables,Nigeria,16892,
16893,vegetables in Malawi,Africa,vegetables,Malawi,16893,
16894,vegetables in Ethiopia,Africa,vegetables,Ethiopia,16894,
16895,vegetables in Cameroon,Africa,vegetables,Cameroon,16895,
16896,vegetables in South Africa,Africa,vegetables,South Africa,16896,
16897,vegetables in Burkina Faso,Africa,vegetables,Burkina Faso,16897,
16898,vegetables in Nigeria,Africa,vegetables,Nigeria,16898,
16899,vegetables in Malawi,Africa,vegetables,Malawi,16899,
16900,vegetables in the United States,the Americas,vegetables,the United States,16900,
16901,vegetables in Colombia,the Americas,vegetables,Colombia,16901,
16902,vegetables in the United States,the Americas,vegetables,the United States,16902,
16903,vegetables in Colombia,the Americas,vegetables,Colombia,16903,
16904,vegetables in the United States,the Americas,vegetables,the United States,16904,
16905,vegetables in Colombia,the Americas,vegetables,Colombia,16905,
16906,vegetables in the United States,the Americas,vegetables,the United States,16906,
16907,vegetables in Colombia,the Americas,vegetables,Colombia,16907,
16908,vegetables in the United States,the Americas,vegetables,the United States,16908,
16909,vegetables in Colombia,the Americas,vegetables,Colombia,16909,
16910,vegetables in the United States,the Americas,vegetables,the United States,16910,
16911,vegetables in Colombia,the Americas,vegetables,Colombia,16911,
16912,vegetables in the United States,the Americas,vegetables,the United States,16912,
16913,vegetables in Colombia,the Americas,vegetables,Colombia,16913,
16914,vegetables in the United States,the Americas,vegetables,the United States,16914,
16915,vegetables in Colombia,the Americas,vegetables,Colombia,16915,
16916,vegetables in the United States,the Americas,vegetables,the United States,16916,
16917,vegetables in Colombia,the Americas,vegetables,Colombia,16917,
16918,vegetables in the United States,the Americas,vegetables,the United States,16918,
16919,vegetables in Colombia,the Americas,vegetables,Colombia,16919,
16920,vegetables in the United States,the Americas,vegetables,the United States,16920,
16921,vegetables in Colombia,the Americas,vegetables,Colombia,16921,
16922,vegetables in the United States,the Americas,vegetables,the United States,16922,
16923,vegetables in Colombia,the Americas,vegetables,Colombia,16923,
16924,vegetables in the United States,the Americas,vegetables,the United States,16924,
16925,vegetables in Colombia,the Americas,vegetables,Colombia,16925,
16926,vegetables in the United States,the Americas,vegetables,the United States,16926,
16927,vegetables in Colombia,the Americas,vegetables,Colombia,16927,
16928,vegetables in the United States,the Americas,vegetables,the United States,16928,
16929,vegetables in Colombia,the Americas,vegetables,Colombia,16929,
16930,vegetables in the United States,the Americas,vegetables,the United States,16930,
16931,vegetables in Colombia,the Americas,vegetables,Colombia,16931,
16932,vegetables in the United States,the Americas,vegetables,the United States,16932,
16933,vegetables in Colombia,the Americas,vegetables,Colombia,16933,
16934,vegetables in the United States,the Americas,vegetables,the United States,16934,
16935,vegetables in Colombia,the Americas,vegetables,Colombia,16935,
16936,vegetables in the United States,the Americas,vegetables,the United States,16936,
16937,vegetables in Colombia,the Americas,vegetables,Colombia,16937,
16938,vegetables in the United States,the Americas,vegetables,the United States,16938,
16939,vegetables in Colombia,the Americas,vegetables,Colombia,16939,
16940,vegetables in the United States,the Americas,vegetables,the United States,16940,
16941,vegetables in Colombia,the Americas,vegetables,Colombia,16941,
16942,vegetables in the United States,the Americas,vegetables,the United States,16942,
16943,vegetables in Colombia,the Americas,vegetables,Colombia,16943,
16944,vegetables in the United States,the Americas,vegetables,the United States,16944,
16945,vegetables in Colombia,the Americas,vegetables,Colombia,16945,
16946,vegetables in India,Asia,vegetables,India,16946,
16947,vegetables in China,Asia,vegetables,China,16947,
16948,vegetables in Nepal,Asia,vegetables,Nepal,16948,
16949,vegetables in Indonesia,Asia,vegetables,Indonesia,16949,
16950,vegetables in India,Asia,vegetables,India,16950,
16951,vegetables in China,Asia,vegetables,China,16951,
16952,vegetables in Nepal,Asia,vegetables,Nepal,16952,
16953,vegetables in Indonesia,Asia,vegetables,Indonesia,16953,
16954,vegetables in India,Asia,vegetables,India,16954,
16955,vegetables in China,Asia,vegetables,China,16955,
16956,vegetables in Nepal,Asia,vegetables,Nepal,16956,
16957,vegetables in Indonesia,Asia,vegetables,Indonesia,16957,
16958,vegetables in India,Asia,vegetables,India,16958,
16959,vegetables in China,Asia,vegetables,China,16959,
16960,vegetables in Nepal,Asia,vegetables,Nepal,16960,
16961,vegetables in Indonesia,Asia,vegetables,Indonesia,16961,
16962,vegetables in India,Asia,vegetables,India,16962,
16963,vegetables in China,Asia,vegetables,China,16963,
16964,vegetables in Nepal,Asia,vegetables,Nepal,16964,
16965,vegetables in Indonesia,Asia,vegetables,Indonesia,16965,
16966,vegetables in India,Asia,vegetables,India,16966,
16967,vegetables in China,Asia,vegetables,China,16967,
16968,vegetables in Nepal,Asia,vegetables,Nepal,16968,
16969,vegetables in Indonesia,Asia,vegetables,Indonesia,16969,
16970,vegetables in India,Asia,vegetables,India,16970,
16971,vegetables in China,Asia,vegetables,China,16971,
16972,vegetables in Nepal,Asia,vegetables,Nepal,16972,
16973,vegetables in Indonesia,Asia,vegetables,Indonesia,16973,
16974,vegetables in India,Asia,vegetables,India,16974,
16975,vegetables in China,Asia,vegetables,China,16975,
16976,vegetables in Nepal,Asia,vegetables,Nepal,16976,
16977,vegetables in Indonesia,Asia,vegetables,Indonesia,16977,
16978,vegetables in India,Asia,vegetables,India,16978,
16979,vegetables in China,Asia,vegetables,China,16979,
16980,vegetables in Nepal,Asia,vegetables,Nepal,16980,
16981,vegetables in Indonesia,Asia,vegetables,Indonesia,16981,
16982,vegetables in India,Asia,vegetables,India,16982,
16983,vegetables in China,Asia,vegetables,China,16983,
16984,vegetables in Nepal,Asia,vegetables,Nepal,16984,
16985,vegetables in Indonesia,Asia,vegetables,Indonesia,16985,
16986,vegetables in India,Asia,vegetables,India,16986,
16987,vegetables in China,Asia,vegetables,China,16987,
16988,vegetables in Nepal,Asia,vegetables,Nepal,16988,
16989,vegetables in Indonesia,Asia,vegetables,Indonesia,16989,
16990,vegetables in India,Asia,vegetables,India,16990,
16991,vegetables in China,Asia,vegetables,China,16991,
16992,vegetables in Nepal,Asia,vegetables,Nepal,16992,
16993,vegetables in Indonesia,Asia,vegetables,Indonesia,16993,
16994,vegetables in India,Asia,vegetables,India,16994,
16995,vegetables in China,Asia,vegetables,China,16995,
16996,vegetables in Nepal,Asia,vegetables,Nepal,16996,
16997,vegetables in Indonesia,Asia,vegetables,Indonesia,16997,
16998,vegetables in India,Asia,vegetables,India,16998,
16999,vegetables in China,Asia,vegetables,China,16999,
17000,vegetables in Nepal,Asia,vegetables,Nepal,17000,
17001,vegetables in Indonesia,Asia,vegetables,Indonesia,17001,
17002,vegetables in India,Asia,vegetables,India,17002,
17003,vegetables in China,Asia,vegetables,China,17003,
17004,vegetables in Nepal,Asia,vegetables,Nepal,17004,
17005,vegetables in Indonesia,Asia,vegetables,Indonesia,17005,
